网点名称,省份,城市,区,标准化详细地址,完整标准地址,完整地址,经度,纬度
南山科技南,广东,深圳市,南山区,粤海街道南海大道3688号深圳大学冬筑,广东深圳市南山区粤海街道南海大道3688号深圳大学冬筑,广东深圳市南山区粤海街道南海大道3688号深圳大学冬筑,113.932603,22.527539
南山科技南,广东,深圳市,南山区,南山区粤海街道深圳大学沧海校区冬筑学生楼下,广东深圳市南山区粤海街道深圳大学沧海校区冬筑学生楼下,广东深圳市南山区粤海街道深圳大学沧海校区冬筑学生楼下,113.939384,22.528107
南山科技南,广东,深圳市,南山区,科园路1003号深圳软件产业基地2C栋楼,广东深圳市南山区科园路1003号深圳软件产业基地2C栋楼,广东深圳市南山区科园路1003号深圳软件产业基地2C栋楼,113.939886,22.524818
南山科技南,广东,深圳市,南山区,粤海街道粤海校区南海大道3688号深圳大学紫薇斋,广东深圳市南山区粤海街道粤海校区南海大道3688号深圳大学紫薇斋,广东深圳市南山区粤海街道粤海校区南海大道3688号深圳大学紫薇斋,113.932603,22.527539
南山科技南,广东,深圳市,南山区,粤海街道南环路卓越浅水湾2栋,广东深圳市南山区粤海街道南环路卓越浅水湾2栋,广东深圳市南山区粤海街道南环路卓越浅水湾2栋,113.947737,22.522475
南山科技南,广东,深圳市,南山区,湾创新科技中心T3栋,广东深圳市南山区湾创新科技中心T3栋,广东深圳市南山区湾创新科技中心T3栋,113.946874,22.52835
南山科技南,广东,深圳市,南山区,科技南路九洲电嚣大厦,广东深圳市南山区科技南路九洲电嚣大厦,广东深圳市南山区科技南路九洲电嚣大厦,113.955679,22.536663
南山科技南,广东,深圳市,南山区,安居高新花园南区1栋单元,广东深圳市南山区安居高新花园南区1栋单元,广东深圳市南山区安居高新花园南区1栋单元,113.951278,22.53412
南山科技南,广东,深圳市,南山区,南山深圳湾创新科技中心T5栋,广东深圳市南山区南山深圳湾创新科技中心T5栋,广东深圳市南山区南山深圳湾创新科技中心T5栋,113.947796,22.528362
南山科技南,广东,深圳市,南山区,粤海街道南海大道3688号深圳大学杜鹃山快递中心,广东深圳市南山区粤海街道南海大道3688号深圳大学杜鹃山快递中心,广东深圳市南山区粤海街道南海大道3688号深圳大学杜鹃山快递中心,113.935856,22.52982
南山科技南,广东,深圳市,南山区,粤海街道学府路6号厚德品园B栋A,广东深圳市南山区粤海街道学府路6号厚德品园B栋A,广东深圳市南山区粤海街道学府路6号厚德品园B栋A,113.930668,22.526007
南山科技南,广东,深圳市,南山区,粤海街道高新技术产业园区W1-B座楼旋转楼梯门口,广东深圳市南山区粤海街道高新技术产业园区W1-B座楼旋转楼梯门口,广东深圳市南山区粤海街道高新技术产业园区W1-B座楼旋转楼梯门口,113.943721,22.536962
南山科技南,广东,深圳市,南山区,粤海街道厚德品园明远公寓,广东深圳市南山区粤海街道厚德品园明远公寓,广东深圳市南山区粤海街道厚德品园明远公寓,113.931248,22.526264
南山科技南,广东,深圳市,南山区,高新园四道88号光启未来中心A塔楼,广东深圳市南山区高新园四道88号光启未来中心A塔楼,广东深圳市南山区高新园四道88号光启未来中心A塔楼,113.950968,22.536949
南山科技南,广东,深圳市,南山区,粤海街道朗科大厦楼,广东深圳市南山区粤海街道朗科大厦楼,广东深圳市南山区粤海街道朗科大厦楼,113.953115,22.535839
南山科技南,广东,深圳市,南山区,粤海街道深圳湾科技生态园1栋D座2101何大明白何,广东深圳市南山区粤海街道深圳湾科技生态园1栋D座2101何大明白何,广东深圳市南山区粤海街道深圳湾科技生态园1栋D座2101何大明白何,113.954197,22.527771
南山科技南,广东,深圳市,南山区,南山区粤海街道高新区社区高新南七道20号深圳国家工程实验室大楼B,广东深圳市南山区粤海街道高新区社区高新南七道20号深圳国家工程实验室大楼B,广东深圳市南山区粤海街道高新区社区高新南七道20号深圳国家工程实验室大楼B,113.948478,22.534026
南山科技南,广东,深圳市,南山区,粤海街道金地国际公寓,广东深圳市南山区粤海街道金地国际公寓,广东深圳市南山区粤海街道金地国际公寓,113.950754,22.527515
南山科技南,广东,深圳市,南山区,荣超高新联合总部大厦楼,广东深圳市南山区荣超高新联合总部大厦楼,广东深圳市南山区荣超高新联合总部大厦楼,113.930478,22.533191
南山科技南,广东,深圳市,南山区,粤海街道南山高新南十道金地国际公寓,广东深圳市南山区粤海街道南山高新南十道金地国际公寓,广东深圳市南山区粤海街道南山高新南十道金地国际公寓,113.950754,22.527515
南山科技南,广东,深圳市,南山区,长虹科技大厦706,广东深圳市南山区长虹科技大厦706,广东深圳市南山区长虹科技大厦706,113.957613,22.538135
南山科技南,广东,深圳市,南山区,粤海街道高新南三道中科大厦,广东深圳市南山区粤海街道高新南三道中科大厦,广东深圳市南山区粤海街道高新南三道中科大厦,113.952529,22.538814
南山科技南,广东,深圳市,南山区,粤海街道中国科技开发院中科研发园3号楼-B,广东深圳市南山区粤海街道中国科技开发院中科研发园3号楼-B,广东深圳市南山区粤海街道中国科技开发院中科研发园3号楼-B,113.952751,22.538522
南山科技南,广东,深圳市,南山区,粤海街道留学生创业大,广东深圳市南山区粤海街道留学生创业大,广东深圳市南山区粤海街道留学生创业大,113.944859,22.528137
南山科技南,广东,深圳市,南山区,南山区深圳大学紫薇斋南山区深圳大学紫薇斋,广东深圳市南山区深圳大学紫薇斋南山区深圳大学紫薇斋,广东深圳市南山区深圳大学紫薇斋南山区深圳大学紫薇斋,113.931849,22.533885
南山科技南,广东,深圳市,南山区,粤海街道高新南六道8航盛科技大厦航盛科技大厦,广东深圳市南山区粤海街道高新南六道8航盛科技大厦航盛科技大厦,广东深圳市南山区粤海街道高新南六道8航盛科技大厦航盛科技大厦,113.953693,22.535818
南山科技南,广东,深圳市,南山区,南山区粤海街道高新南区科技南一路达实大厦楼,广东深圳市南山区粤海街道高新南区科技南一路达实大厦楼,广东深圳市南山区粤海街道高新南区科技南一路达实大厦楼,113.941974,22.535005
南山科技南,广东,深圳市,南山区,粤海街道,广东深圳市南山区粤海街道,广东深圳市南山区粤海街道,113.944859,22.528137
南山科技南,广东,深圳市,南山区,阳光带海滨城二期11栋,广东深圳市南山区阳光带海滨城二期11栋,广东深圳市南山区阳光带海滨城二期11栋,113.946959,22.526163
南山科技南,广东,深圳市,南山区,粤海街道深圳大学杜鹃山,广东深圳市南山区粤海街道深圳大学杜鹃山,广东深圳市南山区粤海街道深圳大学杜鹃山,113.935856,22.52982
南山科技南,广东,深圳市,南山区,深圳国家工程实验室大楼b座监控室旁蜂巢快递柜,广东深圳市南山区深圳国家工程实验室大楼b座监控室旁蜂巢快递柜,广东深圳市南山区深圳国家工程实验室大楼b座监控室旁蜂巢快递柜,113.948507,22.534376
南山科技南,广东,深圳市,南山区,科技南一路创智天地大厦A,广东深圳市南山区科技南一路创智天地大厦A,广东深圳市南山区科技南一路创智天地大厦A,113.941716,22.535469
南山科技南,广东,深圳市,南山区,粤海街道国微大厦楼,广东深圳市南山区粤海街道国微大厦楼,广东深圳市南山区粤海街道国微大厦楼,113.950461,22.538127
南山科技南,广东,深圳市,南山区,粤海街道科技南六路中兴通讯股份有限公司,广东深圳市南山区粤海街道科技南六路中兴通讯股份有限公司,广东深圳市南山区粤海街道科技南六路中兴通讯股份有限公司,113.948493,22.536265
南山科技南,广东,深圳市,南山区,粤海街道高新区社区高新南环路28号滨福世纪广场科技南路7-6号海,广东深圳市南山区粤海街道高新区社区高新南环路28号滨福世纪广场科技南路7-6号海,广东深圳市南山区粤海街道高新区社区高新南环路28号滨福世纪广场科技南路7-6号海,113.949413,22.525035
南山科技南,广东,深圳市,南山区,粤海街道深圳湾创新科技中心1栋A座,广东深圳市南山区粤海街道深圳湾创新科技中心1栋A座,广东深圳市南山区粤海街道深圳湾创新科技中心1栋A座,113.924164,22.488255
南山科技南,广东,深圳市,南山区,高新南十道8号深圳湾科技生态园2A楼,广东深圳市南山区高新南十道8号深圳湾科技生态园2A楼,广东深圳市南山区高新南十道8号深圳湾科技生态园2A楼,113.953751,22.529385
南山科技南,广东,深圳市,南山区,粤海街道粤兴三道9号附近华中科技大学深圳产学研基地A座楼,广东深圳市南山区粤海街道粤兴三道9号附近华中科技大学深圳产学研基地A座楼,广东深圳市南山区粤海街道粤兴三道9号附近华中科技大学深圳产学研基地A座楼,113.943936,22.529004
南山科技南,广东,深圳市,南山区,科苑南路阳光带海滨城二期5栋,广东深圳市南山区科苑南路阳光带海滨城二期5栋,广东深圳市南山区科苑南路阳光带海滨城二期5栋,113.946959,22.526163
南山科技南,广东,深圳市,南山区,金地威新国际公寓,广东深圳市南山区金地威新国际公寓,广东深圳市南山区金地威新国际公寓,114.4022,22.6587
南山科技南,广东,深圳市,南山区,安居南馨苑2栋,广东深圳市南山区安居南馨苑2栋,广东深圳市南山区安居南馨苑2栋,113.953212,22.534318
南山科技南,广东,深圳市,南山区,科苑南路3093号中信海阔天空雅居C栋C,广东深圳市南山区科苑南路3093号中信海阔天空雅居C栋C,广东深圳市南山区科苑南路3093号中信海阔天空雅居C栋C,113.944712,22.525703
南山科技南,广东,深圳市,南山区,白石路阳光粤海花园2H,广东深圳市南山区白石路阳光粤海花园2H,广东深圳市南山区白石路阳光粤海花园2H,113.940854,22.533237
南山科技南,广东,深圳市,南山区,粤海街道安居高新花园南区一栋一单元,广东深圳市南山区粤海街道安居高新花园南区一栋一单元,广东深圳市南山区粤海街道安居高新花园南区一栋一单元,113.951278,22.53412
南山科技南,广东,深圳市,南山区,厚徳品园C栋一层C,广东深圳市南山区厚徳品园C栋一层C,广东深圳市南山区厚徳品园C栋一层C,114.109014,22.593752
南山科技南,广东,深圳市,南山区,科技南十二路长虹科技大厦,广东深圳市南山区科技南十二路长虹科技大厦,广东深圳市南山区科技南十二路长虹科技大厦,113.957613,22.538135
南山科技南,广东,深圳市,南山区,科技南十二路五号伟易达研发大楼楼区维修抖店,广东深圳市南山区科技南十二路五号伟易达研发大楼楼区维修抖店,广东深圳市南山区科技南十二路五号伟易达研发大楼楼区维修抖店,113.954873,22.53527
南山科技南,广东,深圳市,南山区,粤海街道九州电器大厦B座,广东深圳市南山区粤海街道九州电器大厦B座,广东深圳市南山区粤海街道九州电器大厦B座,113.92301,22.520049
南山科技南,广东,深圳市,南山区,深圳市南山区科技南1路阳光粤海花园f座房,广东深圳市南山区深圳市南山区科技南1路阳光粤海花园f座房,广东深圳市南山区深圳市南山区科技南1路阳光粤海花园f座房,113.296568,23.090433
南山科技南,广东,深圳市,南山区,粤海街道科技南路16号深圳湾万怡酒店,广东深圳市南山区粤海街道科技南路16号深圳湾万怡酒店,广东深圳市南山区粤海街道科技南路16号深圳湾万怡酒店,113.950551,22.531248
南山科技南,广东,深圳市,南山区,粤海街道航空航天大厦2号楼,广东深圳市南山区粤海街道航空航天大厦2号楼,广东深圳市南山区粤海街道航空航天大厦2号楼,113.941692,22.527168
南山科技南,广东,深圳市,南山区,滨海大道3398号赛西科技大厦楼,广东深圳市南山区滨海大道3398号赛西科技大厦楼,广东深圳市南山区滨海大道3398号赛西科技大厦楼,113.936301,22.522387
南山科技南,广东,深圳市,南山区,粤海街道高新区社区科技南十二路011号方大大厦,广东深圳市南山区粤海街道高新区社区科技南十二路011号方大大厦,广东深圳市南山区粤海街道高新区社区科技南十二路011号方大大厦,113.956594,22.537442
南山科技南,广东,深圳市,南山区,科技南一路1号阳光粤海花园2f,广东深圳市南山区科技南一路1号阳光粤海花园2f,广东深圳市南山区科技南一路1号阳光粤海花园2f,113.940686,22.53213
南山科技南,广东,深圳市,南山区,粤海街道深圳大学粤海校区,广东深圳市南山区粤海街道深圳大学粤海校区,广东深圳市南山区粤海街道深圳大学粤海校区,113.936577,22.532641
南山科技南,广东,深圳市,南山区,科技南十二路28号康佳研发大厦,广东深圳市南山区科技南十二路28号康佳研发大厦,广东深圳市南山区科技南十二路28号康佳研发大厦,113.956931,22.539358
南山科技南,广东,深圳市,南山区,粤海街道安居高新花园南区一栋单元,广东深圳市南山区粤海街道安居高新花园南区一栋单元,广东深圳市南山区粤海街道安居高新花园南区一栋单元,113.951278,22.53412
南山科技南,广东,深圳市,南山区,粤海街道高新区社区粤兴二道6号武汉大学深圳产学研大楼B座,广东深圳市南山区粤海街道高新区社区粤兴二道6号武汉大学深圳产学研大楼B座,广东深圳市南山区粤海街道高新区社区粤兴二道6号武汉大学深圳产学研大楼B座,113.944844,22.530717
南山科技南,广东,深圳市,南山区,粤海街道深圳湾科技生态园12栋裙楼,广东深圳市南山区粤海街道深圳湾科技生态园12栋裙楼,广东深圳市南山区粤海街道深圳湾科技生态园12栋裙楼,113.951018,22.531861
南山科技南,广东,深圳市,南山区,北科大厦楼,广东深圳市南山区北科大厦楼,广东深圳市南山区北科大厦楼,113.939919,22.525924
南山科技南,广东,深圳市,南山区,怡化金融科技大厦,广东深圳市南山区怡化金融科技大厦,广东深圳市南山区怡化金融科技大厦,113.935963,22.524447
南山科技南,广东,深圳市,南山区,粤海街道南山区怡化金融科技大厦,广东深圳市南山区粤海街道南山区怡化金融科技大厦,广东深圳市南山区粤海街道南山区怡化金融科技大厦,113.935963,22.524447
南山科技南,广东,深圳市,南山区,广东省-深圳市-南山区-安居高新花园南区1栋单元,广东深圳市南山区广东省-深圳市-南山区-安居高新花园南区1栋单元,广东深圳市南山区广东省-深圳市-南山区-安居高新花园南区1栋单元,113.951278,22.53412
南山科技南,广东,深圳市,南山区,圳南山区安居高新花园南区1栋单元,广东深圳市南山区圳南山区安居高新花园南区1栋单元,广东深圳市南山区圳南山区安居高新花园南区1栋单元,113.951278,22.53412
南山科技南,广东,深圳市,南山区,软件产业基地5栋c座,广东深圳市南山区软件产业基地5栋c座,广东深圳市南山区软件产业基地5栋c座,113.940806,22.523864
南山科技南,广东,深圳市,南山区,金地国际公寓1811一张,广东深圳市南山区金地国际公寓1811一张,广东深圳市南山区金地国际公寓1811一张,113.950754,22.527515
南山科技南,广东,深圳市,南山区,粤海街道创世纪滨海花园十栋,广东深圳市南山区粤海街道创世纪滨海花园十栋,广东深圳市南山区粤海街道创世纪滨海花园十栋,113.930055,22.523942
南山科技南,广东,深圳市,南山区,粤海街道恒立听海7栋-A,广东深圳市南山区粤海街道恒立听海7栋-A,广东深圳市南山区粤海街道恒立听海7栋-A,113.947113,22.523918
南山科技南,广东,深圳市,南山区,粤海街道海天一路8号百度国际大厦西塔楼,广东深圳市南山区粤海街道海天一路8号百度国际大厦西塔楼,广东深圳市南山区粤海街道海天一路8号百度国际大厦西塔楼,113.942397,22.524445
南山科技南,广东,深圳市,南山区,南山区粤海街道留学生创业大厦1期,广东深圳市南山区粤海街道留学生创业大厦1期,广东深圳市南山区粤海街道留学生创业大厦1期,113.946923,22.530983
南山科技南,广东,深圳市,南山区,粤海街道西北工业大学三航科技大学,广东深圳市南山区粤海街道西北工业大学三航科技大学,广东深圳市南山区粤海街道西北工业大学三航科技大学,113.944859,22.528137
南山科技南,广东,深圳市,南山区,粤海街道深圳大学粤海校区汇星楼,广东深圳市南山区粤海街道深圳大学粤海校区汇星楼,广东深圳市南山区粤海街道深圳大学粤海校区汇星楼,113.936564,22.535179
南山科技南,广东,深圳市,南山区,高新南11道阳光带海滨城一期二栋,广东深圳市南山区高新南11道阳光带海滨城一期二栋,广东深圳市南山区高新南11道阳光带海滨城一期二栋,113.953407,22.525755
南山科技南,广东,深圳市,南山区,软件产业基地4栋C座楼,广东深圳市南山区软件产业基地4栋C座楼,广东深圳市南山区软件产业基地4栋C座楼,113.937907,22.523084
南山科技南,广东,深圳市,南山区,清华大学研究院新大楼B,广东深圳市南山区清华大学研究院新大楼B,广东深圳市南山区清华大学研究院新大楼B,113.941972,22.533095
南山科技南,广东,深圳市,南山区,未来中心B塔停车场层,广东深圳市南山区未来中心B塔停车场层,广东深圳市南山区未来中心B塔停车场层,113.950968,22.536949
南山科技南,广东,深圳市,南山区,软件产业基地5栋楼梨,广东深圳市南山区软件产业基地5栋楼梨,广东深圳市南山区软件产业基地5栋楼梨,113.939707,22.523419
南山科技南,广东,深圳市,南山区,学府路33号学林雅院9栋丰巢快递柜,广东深圳市南山区学府路33号学林雅院9栋丰巢快递柜,广东深圳市南山区学府路33号学林雅院9栋丰巢快递柜,113.931037,22.52446
南山科技南,广东,深圳市,南山区,粤海街道南海大道3688号深圳大学紫薇斋【假两件袖套黑S】,广东深圳市南山区粤海街道南海大道3688号深圳大学紫薇斋,广东深圳市南山区粤海街道南海大道3688号深圳大学紫薇斋,113.932603,22.527539
南山科技南,广东,深圳市,南山区,粤海街道科技园南区高新南四道W1-B栋首层,广东深圳市南山区粤海街道科技园南区高新南四道W1-B栋首层,广东深圳市南山区粤海街道科技园南区高新南四道W1-B栋首层,113.94394,22.536876
南山科技南,广东,深圳市,南山区,阳光带海滨城一期13,广东深圳市南山区阳光带海滨城一期13,广东深圳市南山区阳光带海滨城一期13,113.953407,22.525755
南山科技南,广东,深圳市,南山区,粤海街道京武浪琴半岛1A,广东深圳市南山区粤海街道京武浪琴半岛1A,广东深圳市南山区粤海街道京武浪琴半岛1A,113.948011,22.522178
南山科技南,广东,深圳市,南山区,南山区沙河街道科技园南区高新南七道风华科技大厦层,广东深圳市南山区沙河街道科技园南区高新南七道风华科技大厦层,广东深圳市南山区沙河街道科技园南区高新南七道风华科技大厦层,113.953124,22.533528
南山科技南,广东,深圳市,南山区,中国地质大学产学研基地A,广东深圳市南山区中国地质大学产学研基地A,广东深圳市南山区中国地质大学产学研基地A,113.944874,22.529122
南山科技南,广东,深圳市,南山区,粤海街道书山路3008号创世纪滨海花园1栋,广东深圳市南山区粤海街道书山路3008号创世纪滨海花园1栋,广东深圳市南山区粤海街道书山路3008号创世纪滨海花园1栋,113.930088,22.524479
南山科技南,广东,深圳市,南山区,粤海街道阳光粤海房间,广东深圳市南山区粤海街道阳光粤海房间,广东深圳市南山区粤海街道阳光粤海房间,113.940854,22.533237
南山科技南,广东,深圳市,南山区,科技园德赛科技大厦,广东深圳市南山区科技园德赛科技大厦,广东深圳市南山区科技园德赛科技大厦,113.954492,22.539418
南山科技南,广东,深圳市,南山区,南山区深圳市南山区学林雅院6栋,广东深圳市南山区深圳市南山区学林雅院6栋,广东深圳市南山区深圳市南山区学林雅院6栋,113.931741,22.525579
南山科技南,广东,深圳市,南山区,粤海街道深圳国家工程实验室大楼A栋,广东深圳市南山区粤海街道深圳国家工程实验室大楼A栋,广东深圳市南山区粤海街道深圳国家工程实验室大楼A栋,113.948605,22.534988
南山科技南,广东,深圳市,南山区,粤海街道科技南路安居高新花园北3栋,广东深圳市南山区粤海街道科技南路安居高新花园北3栋,广东深圳市南山区粤海街道科技南路安居高新花园北3栋,113.951278,22.53412
南山科技南,广东,深圳市,南山区,粤海街道南山区高新园中科大厦楼,广东深圳市南山区粤海街道南山区高新园中科大厦楼,广东深圳市南山区粤海街道南山区高新园中科大厦楼,113.952529,22.538814
南山科技南,广东,深圳市,南山区,海天二路滨海大厦楼,广东深圳市南山区海天二路滨海大厦楼,广东深圳市南山区海天二路滨海大厦楼,113.935257,22.522289
南山科技南,广东,深圳市,南山区,粤海街道广东省深圳市南山区粤海街道赋安科技大厦B,广东深圳市南山区粤海街道广东省深圳市南山区粤海街道赋安科技大厦B,广东深圳市南山区粤海街道广东省深圳市南山区粤海街道赋安科技大厦B,113.919524,22.496283
南山科技南,广东,深圳市,南山区,创业投资大厦,广东深圳市南山区创业投资大厦,广东深圳市南山区创业投资大厦,113.914467,22.580356
南山科技南,广东,深圳市,南山区,南山区粤海街道深圳湾创业投资大厦,广东深圳市南山区粤海街道深圳湾创业投资大厦,广东深圳市南山区粤海街道深圳湾创业投资大厦,113.937843,22.522507
南山科技南,广东,深圳市,南山区,高新南四道18号创维半导体设计大厦东座负楼洗车场YH,广东深圳市南山区高新南四道18号创维半导体设计大厦东座负楼洗车场YH,广东深圳市南山区高新南四道18号创维半导体设计大厦东座负楼洗车场YH,113.952746,22.537064
南山科技南,广东,深圳市,南山区,南山区粤海街道高新南环路63号浪琴半岛花园1,广东深圳市南山区粤海街道高新南环路63号浪琴半岛花园1,广东深圳市南山区粤海街道高新南环路63号浪琴半岛花园1,113.948011,22.522178
南山科技南,广东,深圳市,南山区,科技园高新南一道TCL大厦A座室,广东深圳市南山区科技园高新南一道TCL大厦A座室,广东深圳市南山区科技园高新南一道TCL大厦A座室,113.952647,22.539275
南山科技南,广东,深圳市,南山区,粤海街道高新南十道63号高新区联合总部大厦楼,广东深圳市南山区粤海街道高新南十道63号高新区联合总部大厦楼,广东深圳市南山区粤海街道高新南十道63号高新区联合总部大厦楼,113.94315,22.525436
南山科技南,广东,深圳市,南山区,深圳湾科技生态园1B,广东深圳市南山区深圳湾科技生态园1B,广东深圳市南山区深圳湾科技生态园1B,113.954197,22.527771
南山科技南,广东,深圳市,南山区,粤海街道深圳南山深铁皇冠假日酒店,广东深圳市南山区粤海街道深圳南山深铁皇冠假日酒店,广东深圳市南山区粤海街道深圳南山深铁皇冠假日酒店,113.944586,22.538894
南山科技南,广东,深圳市,南山区,粤海街道高新南十道3号海怡东方花园6,广东深圳市南山区粤海街道高新南十道3号海怡东方花园6,广东深圳市南山区粤海街道高新南十道3号海怡东方花园6,113.95133,22.52622
南山科技南,广东,深圳市,南山区,粤海街道深圳百度国际大厦西塔楼楼,广东深圳市南山区粤海街道深圳百度国际大厦西塔楼楼,广东深圳市南山区粤海街道深圳百度国际大厦西塔楼楼,113.942397,22.524445
南山科技南,广东,深圳市,南山区,粤海街道高新花园北2,广东深圳市南山区粤海街道高新花园北2,广东深圳市南山区粤海街道高新花园北2,113.949955,22.534295
南山科技南,广东,深圳市,南山区,粤海街道深圳大学沧海校区冬筑菜乌,广东深圳市南山区粤海街道深圳大学沧海校区冬筑菜乌,广东深圳市南山区粤海街道深圳大学沧海校区冬筑菜乌,113.939384,22.528107
南山科技南,广东,深圳市,南山区,粤海街道国实大厦楼外卖柜,广东深圳市南山区粤海街道国实大厦楼外卖柜,广东深圳市南山区粤海街道国实大厦楼外卖柜,113.953683,22.524
新南山科技北,广东,深圳市,南山区,高新技术园中区科发路2号科发路朗峰大厦楼,广东深圳市南山区高新技术园中区科发路2号科发路朗峰大厦楼,广东深圳市南山区高新技术园中区科发路2号科发路朗峰大厦楼,113.950992,22.543708
新南山科技北,广东,深圳市,南山区,铜鼓路28号华润城润府二期C栋,广东深圳市南山区铜鼓路28号华润城润府二期C栋,广东深圳市南山区铜鼓路28号华润城润府二期C栋,113.9547,22.543315
新南山科技北,广东,深圳市,南山区,粤海街道华润城润玺二期花园3栋,广东深圳市南山区粤海街道华润城润玺二期花园3栋,广东深圳市南山区粤海街道华润城润玺二期花园3栋,113.958388,22.546721
新南山科技北,广东,深圳市,南山区,粤海街道铜鼓路28号华润城润府2期D栋,广东深圳市南山区粤海街道铜鼓路28号华润城润府2期D栋,广东深圳市南山区粤海街道铜鼓路28号华润城润府2期D栋,113.954948,22.543176
新南山科技北,广东,深圳市,南山区,铜鼓路润府3期5栋,广东深圳市南山区铜鼓路润府3期5栋,广东深圳市南山区铜鼓路润府3期5栋,113.953609,22.546909
新南山科技北,广东,深圳市,南山区,粤海街道深南大道9968号汉京金融中心L303Fumee,广东深圳市南山区粤海街道深南大道9968号汉京金融中心L303Fumee,广东深圳市南山区粤海街道深南大道9968号汉京金融中心L303Fumee,113.939612,22.540628
新南山科技北,广东,深圳市,南山区,凯丽花园13栋二单元102,广东深圳市南山区凯丽花园13栋二单元102,广东深圳市南山区凯丽花园13栋二单元102,113.938775,22.543864
新南山科技北,广东,深圳市,南山区,华润城润府一期2栋单元,广东深圳市南山区华润城润府一期2栋单元,广东深圳市南山区华润城润府一期2栋单元,113.954898,22.546563
新南山科技北,广东,深圳市,南山区,松坪山朗丰路科苑新区20栋,广东深圳市南山区松坪山朗丰路科苑新区20栋,广东深圳市南山区松坪山朗丰路科苑新区20栋,113.946919,22.555517
新南山科技北,广东,深圳市,南山区,高新中一道16号奥萨医药有限公司,广东深圳市南山区高新中一道16号奥萨医药有限公司,广东深圳市南山区高新中一道16号奥萨医药有限公司,113.937559,22.550358
新南山科技北,广东,深圳市,南山区,科发路3号中电长城大厦乐洲Lifejoy商场楼中,广东深圳市南山区科发路3号中电长城大厦乐洲Lifejoy商场楼中,广东深圳市南山区科发路3号中电长城大厦乐洲Lifejoy商场楼中,113.946667,22.542295
新南山科技北,广东,深圳市,南山区,松坪村竹苑,广东深圳市南山区松坪村竹苑,广东深圳市南山区松坪村竹苑,113.954964,22.557525
新南山科技北,广东,深圳市,南山区,粤海街道华润城润府3期5栋,广东深圳市南山区粤海街道华润城润府3期5栋,广东深圳市南山区粤海街道华润城润府3期5栋,113.954966,22.546647
新南山科技北,广东,深圳市,南山区,粤海街道万象天地旁边华润置地大厦E座楼,广东深圳市南山区粤海街道万象天地旁边华润置地大厦E座楼,广东深圳市南山区粤海街道万象天地旁边华润置地大厦E座楼,113.952887,22.541616
新南山科技北,广东,深圳市,南山区,粤海街道创益科技大厦丰巢柜菲灵小蜜蜂热烫正常发,广东深圳市南山区粤海街道创益科技大厦丰巢柜菲灵小蜜蜂热烫正常发,广东深圳市南山区粤海街道创益科技大厦丰巢柜菲灵小蜜蜂热烫正常发,113.937515,22.548759
新南山科技北,广东,深圳市,南山区,华润城三期2栋,广东深圳市南山区华润城三期2栋,广东深圳市南山区华润城三期2栋,113.924546,22.498554
新南山科技北,广东,深圳市,南山区,粤海街道大冲城市花园,广东深圳市南山区粤海街道大冲城市花园,广东深圳市南山区粤海街道大冲城市花园,113.944859,22.528137
新南山科技北,广东,深圳市,南山区,高新中二路豪方现代豪园7,广东深圳市南山区高新中二路豪方现代豪园7,广东深圳市南山区高新中二路豪方现代豪园7,113.935027,22.546041
新南山科技北,广东,深圳市,南山区,豪方现代豪园1,广东深圳市南山区豪方现代豪园1,广东深圳市南山区豪方现代豪园1,113.935056,22.545401
新南山科技北,广东,深圳市,南山区,铜豉路都市花园C座22B,广东深圳市南山区铜豉路都市花园C座22B,广东深圳市南山区铜豉路都市花园C座22B,113.930478,22.533191
新南山科技北,广东,深圳市,南山区,科研路9号比克科技大厦,广东深圳市南山区科研路9号比克科技大厦,广东深圳市南山区科研路9号比克科技大厦,113.93284,22.541466
新南山科技北,广东,深圳市,南山区,粤海街道华润城润玺二期2栋,广东深圳市南山区粤海街道华润城润玺二期2栋,广东深圳市南山区粤海街道华润城润玺二期2栋,113.958724,22.546448
新南山科技北,广东,深圳市,南山区,粤海街道大冲商务中心C座楼荟普拉提,广东深圳市南山区粤海街道大冲商务中心C座楼荟普拉提,广东深圳市南山区粤海街道大冲商务中心C座楼荟普拉提,113.944859,22.528137
新南山科技北,广东,深圳市,南山区,西丽街道共享大厦B座快递,广东深圳市南山区西丽街道共享大厦B座快递,广东深圳市南山区西丽街道共享大厦B座快递,113.946382,22.560639
新南山科技北,广东,深圳市,南山区,大冲新城花园2栋,广东深圳市南山区大冲新城花园2栋,广东深圳市南山区大冲新城花园2栋,113.894639,22.565722
新南山科技北,广东,深圳市,南山区,南山区沙河西路华润城润玺二期二栋,广东深圳市南山区沙河西路华润城润玺二期二栋,广东深圳市南山区沙河西路华润城润玺二期二栋,113.958575,22.546552
新南山科技北,广东,深圳市,南山区,科技园科技中三路国人通信大厦A栋F深圳国人无线通信有限公司,广东深圳市南山区科技园科技中三路国人通信大厦A栋F深圳国人无线通信有限公司,广东深圳市南山区科技园科技中三路国人通信大厦A栋F深圳国人无线通信有限公司,113.941072,22.543377
新南山科技北,广东,深圳市,南山区,粤海街道大冲都市花园F栋楼,广东深圳市南山区粤海街道大冲都市花园F栋楼,广东深圳市南山区粤海街道大冲都市花园F栋楼,113.944859,22.528137
